areaCode,areaName,areaType,date,newCasesByPublishDate,newDeathsByDeathDate,newVirusTests
E12000003,Yorkshire and The Humber,region,2021-04-03,613,4,
E12000003,Yorkshire and The Humber,region,2021-04-02,540,7,
E12000003,Yorkshire and The Humber,region,2021-04-01,730,8,
E12000003,Yorkshire and The Humber,region,2021-03-31,669,10,
E12000003,Yorkshire and The Humber,region,2021-03-30,598,10,
E12000003,Yorkshire and The Humber,region,2021-03-29,781,12,
E12000003,Yorkshire and The Humber,region,2021-03-28,627,6,
E12000003,Yorkshire and The Humber,region,2021-03-27,716,7,
E12000003,Yorkshire and The Humber,region,2021-03-26,1064,14,
E12000003,Yorkshire and The Humber,region,2021-03-25,1054,9,
E12000003,Yorkshire and The Humber,region,2021-03-24,969,14,
E12000003,Yorkshire and The Humber,region,2021-03-23,878,13,
E12000003,Yorkshire and The Humber,region,2021-03-22,851,11,
E12000003,Yorkshire and The Humber,region,2021-03-21,811,23,
E12000003,Yorkshire and The Humber,region,2021-03-20,885,8,
E12000003,Yorkshire and The Humber,region,2021-03-19,872,15,
E12000003,Yorkshire and The Humber,region,2021-03-18,1005,18,
E12000003,Yorkshire and The Humber,region,2021-03-17,844,14,
E12000003,Yorkshire and The Humber,region,2021-03-16,809,21,
E12000003,Yorkshire and The Humber,region,2021-03-15,807,24,
E12000003,Yorkshire and The Humber,region,2021-03-14,775,17,
E12000003,Yorkshire and The Humber,region,2021-03-13,901,14,
E12000003,Yorkshire and The Humber,region,2021-03-12,989,16,
E12000003,Yorkshire and The Humber,region,2021-03-11,895,30,
E12000003,Yorkshire and The Humber,region,2021-03-10,1006,21,
E12000003,Yorkshire and The Humber,region,2021-03-09,714,26,
E12000003,Yorkshire and The Humber,region,2021-03-08,693,23,
E12000003,Yorkshire and The Humber,region,2021-03-07,732,20,
E12000003,Yorkshire and The Humber,region,2021-03-06,781,29,
E12000003,Yorkshire and The Humber,region,2021-03-05,856,27,
E12000003,Yorkshire and The Humber,region,2021-03-04,902,25,
E12000003,Yorkshire and The Humber,region,2021-03-03,923,31,
E12000003,Yorkshire and The Humber,region,2021-03-02,735,15,
E12000003,Yorkshire and The Humber,region,2021-03-01,745,23,
E12000003,Yorkshire and The Humber,region,2021-02-28,790,37,
E12000003,Yorkshire and The Humber,region,2021-02-27,909,32,
E12000003,Yorkshire and The Humber,region,2021-02-26,920,28,
E12000003,Yorkshire and The Humber,region,2021-02-25,1144,33,
E12000003,Yorkshire and The Humber,region,2021-02-24,1153,35,
E12000003,Yorkshire and The Humber,region,2021-02-23,939,35,
E12000003,Yorkshire and The Humber,region,2021-02-22,1401,26,
E12000003,Yorkshire and The Humber,region,2021-02-21,1047,50,
E12000003,Yorkshire and The Humber,region,2021-02-20,1157,42,
E12000003,Yorkshire and The Humber,region,2021-02-19,1291,43,
E12000003,Yorkshire and The Humber,region,2021-02-18,1210,44,
E12000003,Yorkshire and The Humber,region,2021-02-17,1405,44,
E12000003,Yorkshire and The Humber,region,2021-02-16,1055,39,
E12000003,Yorkshire and The Humber,region,2021-02-15,950,45,
E12000003,Yorkshire and The Humber,region,2021-02-14,1183,52,
E12000003,Yorkshire and The Humber,region,2021-02-13,1263,56,
E12000003,Yorkshire and The Humber,region,2021-02-12,1231,56,
E12000003,Yorkshire and The Humber,region,2021-02-11,1352,62,
E12000003,Yorkshire and The Humber,region,2021-02-10,1382,62,
E12000003,Yorkshire and The Humber,region,2021-02-09,1085,43,
E12000003,Yorkshire and The Humber,region,2021-02-08,1155,46,
E12000003,Yorkshire and The Humber,region,2021-02-07,1306,41,
E12000003,Yorkshire and The Humber,region,2021-02-06,1685,43,
E12000003,Yorkshire and The Humber,region,2021-02-05,1716,63,
E12000003,Yorkshire and The Humber,region,2021-02-04,1157,61,
E12000003,Yorkshire and The Humber,region,2021-02-03,1605,69,
E12000003,Yorkshire and The Humber,region,2021-02-02,1059,56,
E12000003,Yorkshire and The Humber,region,2021-02-01,1392,66,
E12000003,Yorkshire and The Humber,region,2021-01-31,1510,63,
E12000003,Yorkshire and The Humber,region,2021-01-30,1562,68,
E12000003,Yorkshire and The Humber,region,2021-01-29,1973,61,
E12000003,Yorkshire and The Humber,region,2021-01-28,1880,64,
E12000003,Yorkshire and The Humber,region,2021-01-27,1844,70,
E12000003,Yorkshire and The Humber,region,2021-01-26,1520,64,
E12000003,Yorkshire and The Humber,region,2021-01-25,1458,60,
E12000003,Yorkshire and The Humber,region,2021-01-24,1521,64,
E12000003,Yorkshire and The Humber,region,2021-01-23,1995,66,
E12000003,Yorkshire and The Humber,region,2021-01-22,1934,56,
E12000003,Yorkshire and The Humber,region,2021-01-21,2114,78,
E12000003,Yorkshire and The Humber,region,2021-01-20,2497,69,
E12000003,Yorkshire and The Humber,region,2021-01-19,2087,86,
E12000003,Yorkshire and The Humber,region,2021-01-18,1998,55,
E12000003,Yorkshire and The Humber,region,2021-01-17,1494,67,
E12000003,Yorkshire and The Humber,region,2021-01-16,1200,83,
E12000003,Yorkshire and The Humber,region,2021-01-15,2168,78,
E12000003,Yorkshire and The Humber,region,2021-01-14,2475,47,
E12000003,Yorkshire and The Humber,region,2021-01-13,2746,67,
E12000003,Yorkshire and The Humber,region,2021-01-12,2020,67,
E12000003,Yorkshire and The Humber,region,2021-01-11,1882,60,
E12000003,Yorkshire and The Humber,region,2021-01-10,2689,70,
E12000003,Yorkshire and The Humber,region,2021-01-09,2236,48,
E12000003,Yorkshire and The Humber,region,2021-01-08,2544,59,
E12000003,Yorkshire and The Humber,region,2021-01-07,2858,59,
E12000003,Yorkshire and The Humber,region,2021-01-06,3055,56,
E12000003,Yorkshire and The Humber,region,2021-01-05,2639,54,
E12000003,Yorkshire and The Humber,region,2021-01-04,2735,49,
E12000003,Yorkshire and The Humber,region,2021-01-03,1933,50,
E12000003,Yorkshire and The Humber,region,2021-01-02,2754,66,
E12000003,Yorkshire and The Humber,region,2021-01-01,2175,65,
E12000003,Yorkshire and The Humber,region,2020-12-31,2495,48,
E12000003,Yorkshire and The Humber,region,2020-12-30,2057,42,
E12000003,Yorkshire and The Humber,region,2020-12-29,1886,60,
E12000003,Yorkshire and The Humber,region,2020-12-28,1760,65,
E12000003,Yorkshire and The Humber,region,2020-12-27,1184,65,
E12000003,Yorkshire and The Humber,region,2020-12-26,1336,60,
E12000003,Yorkshire and The Humber,region,2020-12-25,1420,53,
E12000003,Yorkshire and The Humber,region,2020-12-24,1969,46,
E12000003,Yorkshire and The Humber,region,2020-12-23,1850,55,
E12000003,Yorkshire and The Humber,region,2020-12-22,1612,53,
E12000003,Yorkshire and The Humber,region,2020-12-21,1535,53,
E12000003,Yorkshire and The Humber,region,2020-12-20,1141,52,
E12000003,Yorkshire and The Humber,region,2020-12-19,1114,45,
E12000003,Yorkshire and The Humber,region,2020-12-18,1030,65,
E12000003,Yorkshire and The Humber,region,2020-12-17,1120,65,
E12000003,Yorkshire and The Humber,region,2020-12-16,1368,46,
E12000003,Yorkshire and The Humber,region,2020-12-15,1161,51,
E12000003,Yorkshire and The Humber,region,2020-12-14,1009,56,
E12000003,Yorkshire and The Humber,region,2020-12-13,1236,63,
E12000003,Yorkshire and The Humber,region,2020-12-12,1248,54,
E12000003,Yorkshire and The Humber,region,2020-12-11,1307,70,
E12000003,Yorkshire and The Humber,region,2020-12-10,1253,63,
E12000003,Yorkshire and The Humber,region,2020-12-09,1267,64,
E12000003,Yorkshire and The Humber,region,2020-12-08,837,55,
E12000003,Yorkshire and The Humber,region,2020-12-07,997,55,
E12000003,Yorkshire and The Humber,region,2020-12-06,1262,71,
E12000003,Yorkshire and The Humber,region,2020-12-05,1116,50,
E12000003,Yorkshire and The Humber,region,2020-12-04,1360,83,
E12000003,Yorkshire and The Humber,region,2020-12-03,1520,77,
E12000003,Yorkshire and The Humber,region,2020-12-02,1347,67,
E12000003,Yorkshire and The Humber,region,2020-12-01,1237,41,
E12000003,Yorkshire and The Humber,region,2020-11-30,1119,57,
E12000003,Yorkshire and The Humber,region,2020-11-29,1181,56,
E12000003,Yorkshire and The Humber,region,2020-11-28,1663,73,
E12000003,Yorkshire and The Humber,region,2020-11-27,1424,75,
E12000003,Yorkshire and The Humber,region,2020-11-26,1805,69,
E12000003,Yorkshire and The Humber,region,2020-11-25,1984,76,
E12000003,Yorkshire and The Humber,region,2020-11-24,1335,79,
E12000003,Yorkshire and The Humber,region,2020-11-23,1667,85,
E12000003,Yorkshire and The Humber,region,2020-11-22,1748,75,
E12000003,Yorkshire and The Humber,region,2020-11-21,2220,72,
E12000003,Yorkshire and The Humber,region,2020-11-20,2711,70,
E12000003,Yorkshire and The Humber,region,2020-11-19,3025,80,
E12000003,Yorkshire and The Humber,region,2020-11-18,2907,83,
E12000003,Yorkshire and The Humber,region,2020-11-17,2540,59,
E12000003,Yorkshire and The Humber,region,2020-11-16,3595,53,
E12000003,Yorkshire and The Humber,region,2020-11-15,3306,77,
E12000003,Yorkshire and The Humber,region,2020-11-14,3332,72,
E12000003,Yorkshire and The Humber,region,2020-11-13,3832,68,
E12000003,Yorkshire and The Humber,region,2020-11-12,4583,76,
E12000003,Yorkshire and The Humber,region,2020-11-11,3163,60,
E12000003,Yorkshire and The Humber,region,2020-11-10,3001,65,
E12000003,Yorkshire and The Humber,region,2020-11-09,2804,94,
E12000003,Yorkshire and The Humber,region,2020-11-08,3731,68,
E12000003,Yorkshire and The Humber,region,2020-11-07,4014,78,
E12000003,Yorkshire and The Humber,region,2020-11-06,3592,69,
E12000003,Yorkshire and The Humber,region,2020-11-05,4084,58,
E12000003,Yorkshire and The Humber,region,2020-11-04,3617,47,
E12000003,Yorkshire and The Humber,region,2020-11-03,2994,69,
E12000003,Yorkshire and The Humber,region,2020-11-02,2906,49,
E12000003,Yorkshire and The Humber,region,2020-11-01,3800,49,
E12000003,Yorkshire and The Humber,region,2020-10-31,3638,55,
E12000003,Yorkshire and The Humber,region,2020-10-30,3425,48,
E12000003,Yorkshire and The Humber,region,2020-10-29,3387,42,
E12000003,Yorkshire and The Humber,region,2020-10-28,3765,38,
E12000003,Yorkshire and The Humber,region,2020-10-27,3565,39,
E12000003,Yorkshire and The Humber,region,2020-10-26,3000,39,
E12000003,Yorkshire and The Humber,region,2020-10-25,2380,33,
E12000003,Yorkshire and The Humber,region,2020-10-24,3261,29,
E12000003,Yorkshire and The Humber,region,2020-10-23,2745,32,
E12000003,Yorkshire and The Humber,region,2020-10-22,2861,28,
E12000003,Yorkshire and The Humber,region,2020-10-21,4129,41,
E12000003,Yorkshire and The Humber,region,2020-10-20,3189,35,
E12000003,Yorkshire and The Humber,region,2020-10-19,2699,31,
E12000003,Yorkshire and The Humber,region,2020-10-18,2897,20,
E12000003,Yorkshire and The Humber,region,2020-10-17,2127,32,
E12000003,Yorkshire and The Humber,region,2020-10-16,1755,20,
E12000003,Yorkshire and The Humber,region,2020-10-15,2515,13,
E12000003,Yorkshire and The Humber,region,2020-10-14,2717,15,
E12000003,Yorkshire and The Humber,region,2020-10-13,2230,11,
E12000003,Yorkshire and The Humber,region,2020-10-12,1953,14,
E12000003,Yorkshire and The Humber,region,2020-10-11,2003,13,
E12000003,Yorkshire and The Humber,region,2020-10-10,2289,14,
E12000003,Yorkshire and The Humber,region,2020-10-09,1160,16,
E12000003,Yorkshire and The Humber,region,2020-10-08,2347,11,
E12000003,Yorkshire and The Humber,region,2020-10-07,1655,15,
E12000003,Yorkshire and The Humber,region,2020-10-06,2437,10,
E12000003,Yorkshire and The Humber,region,2020-10-05,2194,10,
E12000003,Yorkshire and The Humber,region,2020-10-04,3606,6,
E12000003,Yorkshire and The Humber,region,2020-10-03,1759,7,
E12000003,Yorkshire and The Humber,region,2020-10-02,718,9,
E12000003,Yorkshire and The Humber,region,2020-10-01,823,6,
E12000003,Yorkshire and The Humber,region,2020-09-30,1059,4,
E12000003,Yorkshire and The Humber,region,2020-09-29,829,3,
E12000003,Yorkshire and The Humber,region,2020-09-28,525,1,
E12000003,Yorkshire and The Humber,region,2020-09-27,636,5,
E12000003,Yorkshire and The Humber,region,2020-09-26,682,4,
E12000003,Yorkshire and The Humber,region,2020-09-25,762,3,
E12000003,Yorkshire and The Humber,region,2020-09-24,808,5,
E12000003,Yorkshire and The Humber,region,2020-09-23,683,4,
E12000003,Yorkshire and The Humber,region,2020-09-22,505,4,
E12000003,Yorkshire and The Humber,region,2020-09-21,492,4,
E12000003,Yorkshire and The Humber,region,2020-09-20,445,6,
E12000003,Yorkshire and The Humber,region,2020-09-19,529,3,
E12000003,Yorkshire and The Humber,region,2020-09-18,517,4,
E12000003,Yorkshire and The Humber,region,2020-09-17,402,3,
E12000003,Yorkshire and The Humber,region,2020-09-16,511,2,
E12000003,Yorkshire and The Humber,region,2020-09-15,387,2,
E12000003,Yorkshire and The Humber,region,2020-09-14,356,3,
E12000003,Yorkshire and The Humber,region,2020-09-13,413,3,
E12000003,Yorkshire and The Humber,region,2020-09-12,418,5,
E12000003,Yorkshire and The Humber,region,2020-09-11,387,3,
E12000003,Yorkshire and The Humber,region,2020-09-10,343,3,
E12000003,Yorkshire and The Humber,region,2020-09-09,294,3,
E12000003,Yorkshire and The Humber,region,2020-09-08,297,3,
E12000003,Yorkshire and The Humber,region,2020-09-07,349,2,
E12000003,Yorkshire and The Humber,region,2020-09-06,371,2,
E12000003,Yorkshire and The Humber,region,2020-09-05,165,5,
E12000003,Yorkshire and The Humber,region,2020-09-04,175,1,
E12000003,Yorkshire and The Humber,region,2020-09-03,243,2,
E12000003,Yorkshire and The Humber,region,2020-09-02,191,4,
E12000003,Yorkshire and The Humber,region,2020-09-01,117,2,
E12000003,Yorkshire and The Humber,region,2020-08-31,167,1,
E12000003,Yorkshire and The Humber,region,2020-08-30,182,1,
E12000003,Yorkshire and The Humber,region,2020-08-29,147,2,
E12000003,Yorkshire and The Humber,region,2020-08-28,129,1,
E12000003,Yorkshire and The Humber,region,2020-08-27,197,2,
E12000003,Yorkshire and The Humber,region,2020-08-26,113,2,
E12000003,Yorkshire and The Humber,region,2020-08-25,132,2,
E12000003,Yorkshire and The Humber,region,2020-08-24,81,2,
E12000003,Yorkshire and The Humber,region,2020-08-23,121,3,
E12000003,Yorkshire and The Humber,region,2020-08-22,145,1,
E12000003,Yorkshire and The Humber,region,2020-08-21,102,3,
E12000003,Yorkshire and The Humber,region,2020-08-20,143,5,
E12000003,Yorkshire and The Humber,region,2020-08-19,102,0,
E12000003,Yorkshire and The Humber,region,2020-08-18,161,0,
E12000003,Yorkshire and The Humber,region,2020-08-17,84,5,
E12000003,Yorkshire and The Humber,region,2020-08-16,133,1,
E12000003,Yorkshire and The Humber,region,2020-08-15,166,3,
E12000003,Yorkshire and The Humber,region,2020-08-14,350,0,
E12000003,Yorkshire and The Humber,region,2020-08-13,0,1,
E12000003,Yorkshire and The Humber,region,2020-08-12,190,3,
E12000003,Yorkshire and The Humber,region,2020-08-11,163,1,
E12000003,Yorkshire and The Humber,region,2020-08-10,127,3,
E12000003,Yorkshire and The Humber,region,2020-08-09,173,4,
E12000003,Yorkshire and The Humber,region,2020-08-08,63,1,
E12000003,Yorkshire and The Humber,region,2020-08-07,150,0,
E12000003,Yorkshire and The Humber,region,2020-08-06,106,3,
E12000003,Yorkshire and The Humber,region,2020-08-05,146,2,
E12000003,Yorkshire and The Humber,region,2020-08-04,91,2,
E12000003,Yorkshire and The Humber,region,2020-08-03,148,2,
E12000003,Yorkshire and The Humber,region,2020-08-02,105,1,
E12000003,Yorkshire and The Humber,region,2020-08-01,106,6,
E12000003,Yorkshire and The Humber,region,2020-07-31,147,1,
E12000003,Yorkshire and The Humber,region,2020-07-30,142,1,
E12000003,Yorkshire and The Humber,region,2020-07-29,128,2,
E12000003,Yorkshire and The Humber,region,2020-07-28,110,5,
E12000003,Yorkshire and The Humber,region,2020-07-27,100,3,
E12000003,Yorkshire and The Humber,region,2020-07-26,102,5,
E12000003,Yorkshire and The Humber,region,2020-07-25,109,5,
E12000003,Yorkshire and The Humber,region,2020-07-24,102,4,
E12000003,Yorkshire and The Humber,region,2020-07-23,86,4,
E12000003,Yorkshire and The Humber,region,2020-07-22,109,6,
E12000003,Yorkshire and The Humber,region,2020-07-21,82,5,
E12000003,Yorkshire and The Humber,region,2020-07-20,123,3,
E12000003,Yorkshire and The Humber,region,2020-07-19,100,3,
E12000003,Yorkshire and The Humber,region,2020-07-18,100,6,
E12000003,Yorkshire and The Humber,region,2020-07-17,105,4,
E12000003,Yorkshire and The Humber,region,2020-07-16,132,4,
E12000003,Yorkshire and The Humber,region,2020-07-15,121,7,
E12000003,Yorkshire and The Humber,region,2020-07-14,77,5,
E12000003,Yorkshire and The Humber,region,2020-07-13,101,7,
E12000003,Yorkshire and The Humber,region,2020-07-12,114,6,
E12000003,Yorkshire and The Humber,region,2020-07-11,129,3,
E12000003,Yorkshire and The Humber,region,2020-07-10,88,6,
E12000003,Yorkshire and The Humber,region,2020-07-09,107,4,
E12000003,Yorkshire and The Humber,region,2020-07-08,115,8,
E12000003,Yorkshire and The Humber,region,2020-07-07,91,6,
E12000003,Yorkshire and The Humber,region,2020-07-06,72,6,
E12000003,Yorkshire and The Humber,region,2020-07-05,90,5,
E12000003,Yorkshire and The Humber,region,2020-07-04,110,10,
E12000003,Yorkshire and The Humber,region,2020-07-03,133,8,
E12000003,Yorkshire and The Humber,region,2020-07-02,120,9,
E12000003,Yorkshire and The Humber,region,2020-07-01,13426,6,
E12000003,Yorkshire and The Humber,region,2020-06-30,7,17,
E12000003,Yorkshire and The Humber,region,2020-06-29,17,5,
E12000003,Yorkshire and The Humber,region,2020-06-28,21,9,
E12000003,Yorkshire and The Humber,region,2020-06-27,24,7,
E12000003,Yorkshire and The Humber,region,2020-06-26,33,14,
E12000003,Yorkshire and The Humber,region,2020-06-25,28,9,
E12000003,Yorkshire and The Humber,region,2020-06-24,16,21,
E12000003,Yorkshire and The Humber,region,2020-06-23,23,14,
E12000003,Yorkshire and The Humber,region,2020-06-22,33,12,
E12000003,Yorkshire and The Humber,region,2020-06-21,24,10,
E12000003,Yorkshire and The Humber,region,2020-06-20,35,10,
E12000003,Yorkshire and The Humber,region,2020-06-19,40,7,
E12000003,Yorkshire and The Humber,region,2020-06-18,29,15,
E12000003,Yorkshire and The Humber,region,2020-06-17,47,12,
E12000003,Yorkshire and The Humber,region,2020-06-16,22,9,
E12000003,Yorkshire and The Humber,region,2020-06-15,40,16,
E12000003,Yorkshire and The Humber,region,2020-06-14,24,17,
E12000003,Yorkshire and The Humber,region,2020-06-13,43,12,
E12000003,Yorkshire and The Humber,region,2020-06-12,62,13,
E12000003,Yorkshire and The Humber,region,2020-06-11,27,16,
E12000003,Yorkshire and The Humber,region,2020-06-10,37,20,
E12000003,Yorkshire and The Humber,region,2020-06-09,66,21,
E12000003,Yorkshire and The Humber,region,2020-06-08,10,17,
E12000003,Yorkshire and The Humber,region,2020-06-07,16,16,
E12000003,Yorkshire and The Humber,region,2020-06-06,68,25,
E12000003,Yorkshire and The Humber,region,2020-06-05,53,20,
E12000003,Yorkshire and The Humber,region,2020-06-04,68,22,
E12000003,Yorkshire and The Humber,region,2020-06-03,66,25,
E12000003,Yorkshire and The Humber,region,2020-06-02,47,26,
E12000003,Yorkshire and The Humber,region,2020-06-01,40,28,
E12000003,Yorkshire and The Humber,region,2020-05-31,34,23,
E12000003,Yorkshire and The Humber,region,2020-05-30,63,29,
E12000003,Yorkshire and The Humber,region,2020-05-29,67,29,
E12000003,Yorkshire and The Humber,region,2020-05-28,83,32,
E12000003,Yorkshire and The Humber,region,2020-05-27,77,28,
E12000003,Yorkshire and The Humber,region,2020-05-26,66,29,
E12000003,Yorkshire and The Humber,region,2020-05-25,47,35,
E12000003,Yorkshire and The Humber,region,2020-05-24,63,29,
E12000003,Yorkshire and The Humber,region,2020-05-23,95,28,
E12000003,Yorkshire and The Humber,region,2020-05-22,87,35,
E12000003,Yorkshire and The Humber,region,2020-05-21,100,29,
E12000003,Yorkshire and The Humber,region,2020-05-20,118,33,
E12000003,Yorkshire and The Humber,region,2020-05-19,90,29,
E12000003,Yorkshire and The Humber,region,2020-05-18,113,37,
E12000003,Yorkshire and The Humber,region,2020-05-17,110,31,
E12000003,Yorkshire and The Humber,region,2020-05-16,133,40,
E12000003,Yorkshire and The Humber,region,2020-05-15,151,48,
E12000003,Yorkshire and The Humber,region,2020-05-14,133,43,
E12000003,Yorkshire and The Humber,region,2020-05-13,141,40,
E12000003,Yorkshire and The Humber,region,2020-05-12,143,31,
E12000003,Yorkshire and The Humber,region,2020-05-11,108,34,
E12000003,Yorkshire and The Humber,region,2020-05-10,128,49,
E12000003,Yorkshire and The Humber,region,2020-05-09,160,41,
E12000003,Yorkshire and The Humber,region,2020-05-08,221,47,
E12000003,Yorkshire and The Humber,region,2020-05-07,272,60,
E12000003,Yorkshire and The Humber,region,2020-05-06,179,57,
E12000003,Yorkshire and The Humber,region,2020-05-05,316,54,
E12000003,Yorkshire and The Humber,region,2020-05-04,179,55,
E12000003,Yorkshire and The Humber,region,2020-05-03,205,50,
E12000003,Yorkshire and The Humber,region,2020-05-02,344,58,
E12000003,Yorkshire and The Humber,region,2020-05-01,244,57,
E12000003,Yorkshire and The Humber,region,2020-04-30,345,60,
E12000003,Yorkshire and The Humber,region,2020-04-29,166,76,
E12000003,Yorkshire and The Humber,region,2020-04-28,277,60,
E12000003,Yorkshire and The Humber,region,2020-04-27,331,67,
E12000003,Yorkshire and The Humber,region,2020-04-26,232,64,
E12000003,Yorkshire and The Humber,region,2020-04-25,333,62,
E12000003,Yorkshire and The Humber,region,2020-04-24,398,71,
E12000003,Yorkshire and The Humber,region,2020-04-23,246,53,
E12000003,Yorkshire and The Humber,region,2020-04-22,400,69,
E12000003,Yorkshire and The Humber,region,2020-04-21,251,66,
E12000003,Yorkshire and The Humber,region,2020-04-20,150,72,
E12000003,Yorkshire and The Humber,region,2020-04-19,257,65,
E12000003,Yorkshire and The Humber,region,2020-04-18,370,63,
E12000003,Yorkshire and The Humber,region,2020-04-17,315,71,
E12000003,Yorkshire and The Humber,region,2020-04-16,,83,
E12000003,Yorkshire and The Humber,region,2020-04-15,,81,
E12000003,Yorkshire and The Humber,region,2020-04-14,,63,
E12000003,Yorkshire and The Humber,region,2020-04-13,,63,
E12000003,Yorkshire and The Humber,region,2020-04-12,,62,
E12000003,Yorkshire and The Humber,region,2020-04-11,,58,
E12000003,Yorkshire and The Humber,region,2020-04-10,,72,
E12000003,Yorkshire and The Humber,region,2020-04-09,,70,
E12000003,Yorkshire and The Humber,region,2020-04-08,,76,
E12000003,Yorkshire and The Humber,region,2020-04-07,,59,
E12000003,Yorkshire and The Humber,region,2020-04-06,,57,
E12000003,Yorkshire and The Humber,region,2020-04-05,,52,
E12000003,Yorkshire and The Humber,region,2020-04-04,,71,
E12000003,Yorkshire and The Humber,region,2020-04-03,,52,
E12000003,Yorkshire and The Humber,region,2020-04-02,,41,
E12000003,Yorkshire and The Humber,region,2020-04-01,,42,
E12000003,Yorkshire and The Humber,region,2020-03-31,,36,
E12000003,Yorkshire and The Humber,region,2020-03-30,,30,
E12000003,Yorkshire and The Humber,region,2020-03-29,,27,
E12000003,Yorkshire and The Humber,region,2020-03-28,,23,
E12000003,Yorkshire and The Humber,region,2020-03-27,,19,
E12000003,Yorkshire and The Humber,region,2020-03-26,,15,
E12000003,Yorkshire and The Humber,region,2020-03-25,,9,
E12000003,Yorkshire and The Humber,region,2020-03-24,,7,
E12000003,Yorkshire and The Humber,region,2020-03-23,,6,
E12000003,Yorkshire and The Humber,region,2020-03-22,,2,
E12000003,Yorkshire and The Humber,region,2020-03-21,,2,
E12000003,Yorkshire and The Humber,region,2020-03-20,,2,
E12000003,Yorkshire and The Humber,region,2020-03-19,,1,
E12000003,Yorkshire and The Humber,region,2020-03-18,,2,
E12000003,Yorkshire and The Humber,region,2020-03-17,,2,
E12000003,Yorkshire and The Humber,region,2020-03-16,,2,
E12000003,Yorkshire and The Humber,region,2020-03-15,,2,
E12000003,Yorkshire and The Humber,region,2020-03-14,,0,
E12000003,Yorkshire and The Humber,region,2020-03-13,,0,
E12000003,Yorkshire and The Humber,region,2020-03-12,,1,
E12000004,East Midlands,region,2021-06-23,739,,
E12000004,East Midlands,region,2021-06-22,600,0,
E12000004,East Midlands,region,2021-06-21,508,0,
E12000004,East Midlands,region,2021-06-20,434,1,
E12000004,East Midlands,region,2021-06-19,551,0,
E12000004,East Midlands,region,2021-06-18,563,0,
E12000004,East Midlands,region,2021-06-17,454,0,
E12000004,East Midlands,region,2021-06-16,440,2,
E12000004,East Midlands,region,2021-06-15,365,2,
E12000004,East Midlands,region,2021-06-14,400,2,
E12000004,East Midlands,region,2021-06-13,318,0,
E12000004,East Midlands,region,2021-06-12,351,1,
E12000004,East Midlands,region,2021-06-11,384,1,
E12000004,East Midlands,region,2021-06-10,352,0,
E12000004,East Midlands,region,2021-06-09,342,1,
E12000004,East Midlands,region,2021-06-08,311,2,
E12000004,East Midlands,region,2021-06-07,298,0,
E12000004,East Midlands,region,2021-06-06,219,0,
E12000004,East Midlands,region,2021-06-05,266,2,
E12000004,East Midlands,region,2021-06-04,274,3,
E12000004,East Midlands,region,2021-06-03,244,3,
E12000004,East Midlands,region,2021-06-02,195,0,
E12000004,East Midlands,region,2021-06-01,140,1,
E12000004,East Midlands,region,2021-05-31,168,1,
E12000004,East Midlands,region,2021-05-30,143,1,
E12000004,East Midlands,region,2021-05-29,177,1,
E12000004,East Midlands,region,2021-05-28,198,2,
E12000004,East Midlands,region,2021-05-27,159,3,
E12000004,East Midlands,region,2021-05-26,163,0,
E12000004,East Midlands,region,2021-05-25,156,0,
E12000004,East Midlands,region,2021-05-24,171,0,
E12000004,East Midlands,region,2021-05-23,111,2,
E12000004,East Midlands,region,2021-05-22,164,2,
E12000004,East Midlands,region,2021-05-21,166,1,
E12000004,East Midlands,region,2021-05-20,157,1,
E12000004,East Midlands,region,2021-05-19,73,0,
E12000004,East Midlands,region,2021-05-18,0,3,
E12000004,East Midlands,region,2021-05-17,153,2,
E12000004,East Midlands,region,2021-05-16,146,1,
E12000004,East Midlands,region,2021-05-15,159,1,
E12000004,East Midlands,region,2021-05-14,139,0,
E12000004,East Midlands,region,2021-05-13,187,2,
E12000004,East Midlands,region,2021-05-12,174,1,
E12000004,East Midlands,region,2021-05-11,236,2,
E12000004,East Midlands,region,2021-05-10,190,2,
E12000004,East Midlands,region,2021-05-09,150,0,
E12000004,East Midlands,region,2021-05-08,199,1,
E12000004,East Midlands,region,2021-05-07,270,1,
E12000004,East Midlands,region,2021-05-06,257,0,
E12000004,East Midlands,region,2021-05-05,162,1,
E12000004,East Midlands,region,2021-05-04,169,0,
E12000004,East Midlands,region,2021-05-03,181,5,
E12000004,East Midlands,region,2021-05-02,124,2,
E12000004,East Midlands,region,2021-05-01,145,1,
E12000004,East Midlands,region,2021-04-30,179,1,
E12000004,East Midlands,region,2021-04-29,196,1,
E12000004,East Midlands,region,2021-04-28,166,2,
E12000004,East Midlands,region,2021-04-27,189,3,
E12000004,East Midlands,region,2021-04-26,165,3,
E12000004,East Midlands,region,2021-04-25,98,4,
E12000004,East Midlands,region,2021-04-24,183,2,
E12000004,East Midlands,region,2021-04-23,177,9,
E12000004,East Midlands,region,2021-04-22,253,6,
E12000004,East Midlands,region,2021-04-21,167,2,
E12000004,East Midlands,region,2021-04-20,208,1,
E12000004,East Midlands,region,2021-04-19,237,2,
E12000004,East Midlands,region,2021-04-18,159,8,
E12000004,East Midlands,region,2021-04-17,184,1,
E12000004,East Midlands,region,2021-04-16,227,5,
E12000004,East Midlands,region,2021-04-15,241,7,
E12000004,East Midlands,region,2021-04-14,197,5,
E12000004,East Midlands,region,2021-04-13,211,1,
